# ID: EME25735
# Length: 260
# Product: resolvase
# Score: 533
# Hits: 1
XP_018274111.1	73.529	1.69e-101	301	100.00	578459
XP_006837338.1	79.412	2.63e-101	300	100.00	13333
XP_005717822.1	77.941	2.71e-101	301	100.00	2769
XP_021810134.1	74.020	4.07e-101	300	100.00	42229
XP_013064049.1	70.098	4.07e-101	300	100.00	6526
XP_020584839.1	79.412	4.55e-101	300	100.00	78828
AAN52373.1	71.569	6.18e-101	300	100.00	7741
PQP98002.1	73.529	7.80e-101	299	100.00	2094558
PIA35580.1	78.431	7.95e-101	299	100.00	218851
XP_010264371.1	78.431	9.37e-101	299	100.00	4432
XP_010919627.1	79.902	1.02e-100	299	100.00	51953
XP_026695886.1	71.569	1.02e-100	299	100.00	7719
PAV22433.1	72.549	1.54e-100	300	100.00	2282107
XP_006838929.1	78.922	1.67e-100	298	100.00	13333
OVA11709.1	78.922	1.75e-100	298	100.00	56857
XP_007511637.1	73.039	1.83e-100	298	100.00	41875
RWR86699.1	78.922	1.87e-100	298	100.00	337451
XP_008798983.1	79.412	2.00e-100	298	100.00	42345
OCB84634.1	72.549	2.19e-100	298	100.00	108892
XP_020704605.1	78.431	2.35e-100	298	100.00	906689
XP_002961462.1	78.922	2.43e-100	298	100.00	88036
XP_023253091.1	71.569	3.45e-100	298	100.00	1841481
OZJ03700.1	71.078	3.49e-100	298	100.00	1938954
KIK92970.1	73.039	3.59e-100	297	100.00	930991
TFK73652.1	72.059	4.09e-100	297	100.00	181527
XP_009406701.1	78.431	4.16e-100	297	100.00	214687
XP_026377377.1	77.941	4.16e-100	297	100.00	3469
KIO08255.1	72.549	5.09e-100	297	100.00	870435
PKA56044.1	77.941	5.35e-100	297	100.00	1088818
RWR80639.1	78.922	5.77e-100	297	100.00	337451
OUZ99219.1	78.431	7.19e-100	297	100.00	56857
XP_021905623.1	77.451	7.59e-100	296	100.00	3649
PIN09319.1	77.451	8.11e-100	296	100.00	429701
XP_021634128.1	77.941	9.05e-100	296	100.00	3983
XP_009399011.1	78.431	9.25e-100	296	100.00	214687
RVW86193.1	77.941	9.88e-100	296	100.00	29760
THU51523.1	78.431	1.00e-99	299	100.00	52838
XP_001712430.1	68.137	1.03e-99	296	100.00	464988
XP_008796124.1	78.922	1.27e-99	296	100.00	42345
XP_010934657.1	78.431	1.30e-99	296	100.00	51953
PFH34959.1	70.936	1.32e-99	299	99.02	94643
XP_002971348.1	78.431	1.33e-99	296	100.00	88036
XP_007265509.1	73.529	1.41e-99	296	100.00	694068
ERN00141.1	79.310	1.50e-99	297	99.51	13333
RWR89787.1	78.431	1.58e-99	296	100.00	337451
XP_016627229.1	72.059	1.63e-99	296	100.00	1442371
XP_010933636.1	78.922	1.65e-99	296	100.00	51953
XP_002510977.1	77.941	1.73e-99	296	100.00	3988
XP_021820579.1	73.399	1.80e-99	296	99.51	42229
THU65325.1	77.941	1.82e-99	296	100.00	52838
RHZ76796.1	71.707	1.88e-99	296	100.00	1348612
THU61817.1	77.451	1.95e-99	296	100.00	52838
XP_022037910.1	76.471	2.32e-99	295	100.00	4232
OAL18404.1	72.059	2.47e-99	296	100.00	979981
RAL41531.1	77.451	2.48e-99	295	100.00	267555
XP_006822011.1	69.118	2.51e-99	295	100.00	10224
XP_012090464.1	77.941	2.65e-99	295	100.00	180498
XP_009408522.1	77.451	2.99e-99	295	100.00	214687
PKI54527.1	77.941	2.99e-99	295	100.00	22663
XP_008775187.1	78.431	3.12e-99	295	100.00	42345
XP_010107162.1	76.471	3.15e-99	295	100.00	981085
XP_021974160.1	76.471	3.19e-99	295	100.00	4232
KZM94875.1	68.807	3.26e-99	296	100.00	79200
XP_009418976.1	77.451	3.26e-99	295	100.00	214687
CCA75151.1	72.549	3.46e-99	295	100.00	1109443
XP_018605735.1	72.059	3.56e-99	295	100.00	113540
XP_021614632.1	77.451	3.68e-99	295	100.00	3983
KIJ68425.1	72.059	3.78e-99	295	100.00	994086
CAN68893.1	77.451	4.06e-99	295	100.00	29760
GBG30342.1	72.195	5.29e-99	295	100.00	2315210
XP_007762548.1	72.549	5.49e-99	294	100.00	741705
XP_011069801.1	76.471	5.52e-99	295	100.00	4182
XP_021882443.1	72.683	5.58e-99	295	100.00	64571
EWM27504.1	70.732	5.77e-99	295	100.00	72520
KIM27529.1	71.569	5.93e-99	294	100.00	933852
XP_019192077.1	77.451	6.09e-99	294	100.00	35883
XP_023755608.1	76.471	6.09e-99	294	100.00	4236
XP_010686789.1	76.961	6.29e-99	294	100.00	3555
XP_021682121.1	77.941	6.64e-99	294	100.00	3981
RWR87450.1	77.451	6.72e-99	294	100.00	337451
PWA63162.1	76.471	8.45e-99	294	100.00	35608
XP_027359806.1	76.471	8.45e-99	294	100.00	3816
XP_007741637.1	72.059	9.11e-99	294	100.00	1182543
PWA49506.1	76.471	9.59e-99	296	100.00	35608
XP_009398340.1	77.451	9.86e-99	294	100.00	214687
XP_021905622.1	76.961	1.01e-98	294	100.00	3649
KZS92967.1	71.078	1.04e-98	294	100.00	1314777
XP_022862848.1	76.961	1.10e-98	294	100.00	158386
XP_002268465.1	77.451	1.12e-98	294	100.00	29760
XP_004348091.1	70.588	1.14e-98	294	100.00	595528
XP_028869001.1	72.059	1.15e-98	294	100.00	189622
THU74121.1	77.451	1.31e-98	293	100.00	52838
PPR06884.1	71.569	1.32e-98	293	100.00	181874
XP_021687096.1	76.961	1.37e-98	293	100.00	3981
XP_027092178.1	78.431	1.43e-98	293	100.00	13443
OBZ85485.1	72.683	1.46e-98	293	100.00	101091
OBZ90475.1	72.683	1.49e-98	293	100.00	101091
XP_018697378.1	71.569	1.55e-98	295	100.00	1367422
PVC53830.1	71.569	1.56e-98	293	100.00	68886
XP_003415776.1	71.569	1.84e-98	293	100.00	9785
XP_027335782.1	76.471	1.86e-98	293	100.00	3816
OWM75703.1	77.451	1.95e-98	293	100.00	22663
XP_003635402.1	76.961	1.97e-98	293	100.00	29760
THU48066.1	76.961	2.22e-98	293	100.00	52838
XP_021677135.1	76.471	3.05e-98	293	100.00	3981
RZC59793.1	77.723	3.17e-98	293	99.02	3469
TDL28459.1	71.078	3.35e-98	292	100.00	50990
XP_021682120.1	77.451	3.50e-98	293	100.00	3981
PVG04219.1	71.569	3.53e-98	292	100.00	2073127
XP_011080625.1	76.471	3.63e-98	292	100.00	4182
XP_002277836.1	76.961	3.67e-98	292	100.00	29760
KDQ30772.1	71.078	3.77e-98	292	100.00	1137138
XP_007505229.1	71.569	3.83e-98	292	100.00	13616
AAH14837.1	71.078	3.88e-98	292	100.00	9606
XP_022856831.1	76.471	4.23e-98	292	100.00	158386
RMX65906.1	71.707	4.29e-98	292	100.00	542832
XP_020095490.1	77.941	4.62e-98	292	100.00	4615
XP_007068586.1	71.078	4.72e-98	292	100.00	8469
KIK43529.1	72.059	4.75e-98	292	100.00	930992
RKF79375.1	71.078	5.09e-98	292	100.00	62708
XP_020145854.1	71.078	5.15e-98	292	100.00	30608
XP_013281298.1	71.569	5.32e-98	292	100.00	1442368
XP_028872558.1	71.569	5.33e-98	292	100.00	462227
KXN70023.1	72.683	5.33e-98	292	100.00	796925
PKK80545.1	71.707	5.75e-98	292	100.00	588596
RLN27043.1	71.220	6.02e-98	292	100.00	2483409
KDQ07685.1	70.098	6.32e-98	292	100.00	930990
OQO06558.1	72.059	6.92e-98	291	100.00	1507870
XP_020663263.1	71.569	6.93e-98	292	100.00	103695
DAA16199.1	71.569	6.93e-98	292	100.00	9913
XP_021682128.1	77.451	7.08e-98	291	100.00	3981
XP_027148616.1	77.941	7.24e-98	291	100.00	49369
GBC02034.1	71.220	7.90e-98	291	100.00	94130
XP_001701780.1	74.510	7.90e-98	291	100.00	3055
CDW55920.1	70.244	8.53e-98	291	100.00	36087
KIJ21727.1	70.755	9.18e-98	291	100.00	664439
PWA71527.1	75.980	9.19e-98	292	100.00	35608
CCA20982.1	72.195	9.44e-98	291	100.00	890382
OAX42991.1	71.569	9.47e-98	291	100.00	1314800
XP_028089239.1	77.941	9.94e-98	291	100.00	4442
RGB37729.1	71.220	1.04e-97	291	100.00	1803374
XP_002530661.1	76.961	1.07e-97	291	100.00	3988
NP_001071334.1	71.078	1.10e-97	291	100.00	9913
GCF46396.1	71.078	1.17e-97	292	100.00	143630
RKF71634.1	71.078	1.17e-97	291	100.00	62708
EPS66678.1	76.355	1.18e-97	291	99.51	192259
XP_028105673.1	77.941	1.24e-97	291	100.00	4442
CAH91644.1	71.078	1.27e-97	291	100.00	9601
XP_019021747.1	70.098	1.27e-97	291	100.00	698492
ESK96456.1	70.588	1.27e-97	291	100.00	1381753
XP_021600782.1	76.961	1.29e-97	291	100.00	3983
THU88679.1	71.078	1.30e-97	291	100.00	1314807
XP_025175195.1	71.707	1.38e-97	291	100.00	747089
CAG00252.1	70.588	1.47e-97	291	100.00	99883
XP_028121516.1	77.941	1.56e-97	291	100.00	4442
PSN73667.1	71.569	1.57e-97	291	100.00	1448308
KXN90000.1	71.569	1.59e-97	291	100.00	1714833
XP_011751735.1	71.078	1.63e-97	291	100.00	9545
PNW86545.1	74.510	1.79e-97	292	100.00	3055
XP_011076387.1	75.980	1.82e-97	291	100.00	4182
NP_001080766.1	72.059	1.92e-97	291	100.00	8355
XP_009691154.1	71.078	2.00e-97	291	100.00	869250
KDR85014.1	70.588	2.02e-97	290	100.00	685588
PIN03133.1	76.238	2.02e-97	290	99.02	429701
ESZ93952.1	70.098	2.05e-97	290	100.00	1432307
KIM48179.1	70.588	2.11e-97	290	100.00	686832
XP_020263520.1	78.431	2.12e-97	290	100.00	4686
XP_021631831.1	76.961	2.12e-97	290	100.00	3983
TDH68838.1	71.220	2.34e-97	290	100.00	4779
XP_020240703.1	77.941	2.41e-97	290	100.00	4686
XP_014174270.1	70.098	2.44e-97	290	100.00	655863
OVA05905.1	78.431	2.44e-97	290	100.00	56857
RSH94261.1	70.588	2.53e-97	291	100.00	1890683
XP_021655100.1	76.471	2.66e-97	290	100.00	3981
XP_024026881.1	76.961	2.66e-97	290	100.00	981085
XP_006021253.1	70.588	2.78e-97	290	100.00	38654
XP_008831372.1	70.588	2.78e-97	290	100.00	1026970
BAE31437.1	70.588	2.81e-97	290	100.00	10090
XP_018177332.1	70.588	2.90e-97	290	100.00	33203
XP_007421748.1	71.078	2.91e-97	290	100.00	176946
XP_012971710.2	70.588	2.91e-97	290	100.00	10036
XP_020084491.1	77.451	2.97e-97	290	100.00	4615
AAG44837.1	70.588	3.04e-97	290	100.00	9606
ORY03864.1	70.588	3.28e-97	290	100.00	1231657
XP_003936085.1	71.078	3.28e-97	290	100.00	39432
XP_027092446.1	77.451	3.43e-97	290	100.00	13443
EMS52882.1	68.182	3.45e-97	292	99.51	4572
XP_021682127.1	76.961	3.53e-97	290	100.00	3981
XP_012070019.1	76.961	3.58e-97	290	100.00	180498
XP_762879.1	70.588	3.74e-97	290	100.00	333668
XP_003226267.1	71.078	3.87e-97	290	100.00	28377
XP_021870339.1	69.608	3.89e-97	290	100.00	4999
XP_004634243.1	70.588	4.04e-97	290	100.00	10160
TFK98768.1	69.608	4.16e-97	290	100.00	1884261
OXB72687.1	71.500	4.29e-97	290	97.55	9014
XP_002759698.1	70.588	4.31e-97	290	100.00	9483
DAA32565.1	70.588	4.31e-97	290	100.00	9913
XP_013931375.1	70.588	4.31e-97	290	100.00	35019
OWM86424.1	76.471	4.51e-97	290	100.00	22663
XP_012617450.1	70.588	4.66e-97	290	100.00	30608
XP_007007884.1	68.627	4.69e-97	290	100.00	578456
XP_016217460.1	72.059	4.81e-97	290	100.00	253628
ORY51929.1	71.220	4.92e-97	290	100.00	329046
XP_018124768.1	71.569	4.92e-97	290	100.00	8355
KNF06118.1	71.078	5.06e-97	290	100.00	1165861
XP_024357573.1	76.471	5.14e-97	290	100.00	3218
XP_013772296.1	72.059	5.37e-97	290	100.00	6850
XP_028674001.1	71.078	5.80e-97	289	100.00	27687
XP_020078767.1	70.588	5.80e-97	289	100.00	984485
XP_002907494.1	70.732	5.94e-97	290	100.00	403677
XP_024401625.1	76.471	5.99e-97	289	100.00	3218
EXC02118.1	76.471	6.08e-97	291	100.00	981085
BAB79461.1	71.078	6.26e-97	289	100.00	9606
XP_014670980.1	70.244	6.40e-97	289	100.00	37621
TEB35017.1	71.569	6.45e-97	289	100.00	71717
OAQ79982.1	70.588	6.80e-97	292	100.00	33203
XP_007359911.1	72.549	6.96e-97	289	100.00	732165
OWZ22069.1	70.732	7.01e-97	289	100.00	4795
XP_008897085.1	70.732	7.16e-97	289	100.00	761204
XP_002946380.1	75.980	7.30e-97	289	100.00	3068
EJU02043.1	70.098	7.51e-97	289	100.00	1858805
XP_017988772.1	71.569	7.54e-97	289	100.00	45286
RIB05546.1	70.443	7.77e-97	289	99.02	44941
PNR50031.1	75.980	7.79e-97	289	100.00	3218
XP_021719739.1	76.961	7.97e-97	289	100.00	63459
CCI40961.1	72.195	8.08e-97	289	100.00	65357
NP_001003447.1	70.588	8.51e-97	289	100.00	7955
AJS95152.1	70.098	8.89e-97	289	100.00	1294374
CEP10174.1	71.707	8.99e-97	289	100.00	35722
AAX08723.1	70.588	9.09e-97	289	100.00	9913
XP_010986099.1	70.588	9.09e-97	289	100.00	9838
NP_001266930.1	70.588	9.19e-97	289	100.00	9598
PIL31982.1	73.039	9.45e-97	289	100.00	1077348
XP_010667037.1	75.490	9.70e-97	289	100.00	3555
XP_003957065.1	69.608	1.00e-96	289	100.00	1071382
NP_001236804.2	75.490	1.02e-96	289	100.00	3847
BAB27107.1	70.588	1.05e-96	289	100.00	10090
XP_024580061.1	70.732	1.06e-96	289	100.00	4781
XP_022735809.1	77.941	1.07e-96	289	100.00	66656
XP_028208878.1	75.490	1.11e-96	289	100.00	3848
XP_021655099.1	75.980	1.25e-96	288	100.00	3981
OAV92698.1	70.588	1.26e-96	288	100.00	630390
ETE59074.1	70.098	1.26e-96	288	100.00	8665
XP_007872719.1	69.118	1.29e-96	288	100.00	1069680
KFH71724.1	70.732	1.32e-96	288	100.00	1069443
XP_027095072.1	76.961	1.32e-96	288	100.00	13443
XP_003037277.1	72.059	1.33e-96	288	100.00	578458
EIE79210.1	71.707	1.35e-96	288	100.00	246409
XP_008234416.1	71.078	1.36e-96	288	100.00	102107
OAQ30201.1	71.220	1.42e-96	288	100.00	1314771
XP_001624083.1	76.098	1.46e-96	288	100.00	45351
XP_011123288.1	70.098	1.55e-96	288	100.00	756982
XP_028607046.1	70.098	1.57e-96	288	100.00	64176
XP_012070018.1	76.471	1.61e-96	288	100.00	180498
XP_021835220.1	76.961	1.66e-96	288	100.00	3562
KIK63705.1	70.098	1.67e-96	288	100.00	944289
XP_023081487.1	70.588	1.68e-96	288	100.00	591936
CDH60822.1	72.059	1.70e-96	288	100.00	1263082
THH06909.1	71.078	1.75e-96	288	100.00	167371
SCU96976.1	70.588	1.79e-96	288	100.00	1266667
SIP56135.1	81.548	1.82e-96	287	82.35	1054399
PON51036.1	75.000	1.85e-96	289	100.00	3476
RDX55880.1	72.549	1.86e-96	288	100.00	139420
PON53140.1	75.000	1.89e-96	289	100.00	63057
XP_011702078.1	70.588	1.98e-96	288	100.00	64793
XP_028317607.1	69.608	1.98e-96	288	100.00	441366
OSD03452.1	72.059	2.17e-96	288	100.00	1353009
KNZ54089.1	70.588	2.17e-96	288	100.00	27349
XP_004074144.1	69.608	2.23e-96	288	100.00	8090
TBU65051.1	72.549	2.26e-96	289	100.00	114155
AJS80338.1	69.608	2.28e-96	288	100.00	1294340
PVZ96463.1	69.608	2.38e-96	288	100.00	133377
CCE42581.1	71.078	2.44e-96	288	100.00	5480
XP_022737171.1	77.451	2.44e-96	288	100.00	66656
XP_003869213.1	71.078	2.44e-96	288	100.00	1136231
XP_001611190.1	71.078	2.44e-96	288	100.00	484906
XP_009517997.1	70.244	2.55e-96	288	100.00	67593
ORE17059.1	71.707	2.57e-96	288	100.00	58291
XP_023047343.1	70.588	2.57e-96	288	100.00	591936
CBI16601.3	76.733	2.64e-96	288	99.02	29760
EPS59253.1	74.877	2.71e-96	288	99.51	192259
RXN12281.1	70.588	2.84e-96	288	100.00	84645
CDO96181.1	69.608	2.87e-96	288	100.00	1427455
XP_013233061.1	70.732	2.87e-96	288	100.00	5802
XP_644350.2	71.220	2.87e-96	288	100.00	352472
XP_018212184.1	69.118	3.00e-96	288	100.00	460523
KZO93541.1	69.608	3.09e-96	287	100.00	1330018
Q7T3P1.3	69.608	3.17e-96	288	100.00	7937
XP_012217386.1	70.588	3.24e-96	288	100.00	83485
SCW00711.1	70.098	3.31e-96	288	100.00	4955
KZT26709.1	71.078	3.33e-96	287	100.00	1314782
AJV55982.1	69.608	3.35e-96	287	100.00	1294353
EPB90299.1	71.220	3.38e-96	287	100.00	1220926
Q7T3N7.3	69.608	3.46e-96	287	100.00	7962
TKW34780.1	75.490	3.50e-96	287	100.00	4556
Q7T3N1.3	70.098	3.65e-96	287	100.00	75356
XP_011637440.1	70.588	3.70e-96	288	100.00	144034
PWA24108.1	69.608	3.77e-96	287	100.00	33528
EPB89957.1	71.220	3.82e-96	287	100.00	1220926
XP_008330344.1	69.608	3.82e-96	287	100.00	244447
XP_011054650.1	70.588	3.90e-96	287	100.00	103372
XP_023465171.1	71.707	3.94e-96	287	100.00	1340429
BAF98663.1	69.118	4.21e-96	287	100.00	28829
XP_027914819.1	76.471	4.21e-96	287	100.00	3917
XP_024382667.1	75.980	4.37e-96	289	100.00	3218
SMN18831.1	69.608	4.40e-96	287	100.00	1789683
XP_017974094.1	77.451	4.45e-96	287	100.00	3641
ONH66379.1	70.588	4.50e-96	287	100.00	36022
XP_029023384.1	69.608	4.60e-96	287	100.00	158456
XP_013933419.1	69.118	4.65e-96	287	100.00	871575
EDL26238.1	70.098	4.70e-96	287	100.00	10090
AJS81205.2	70.098	4.80e-96	287	100.00	1294342
XP_006678614.1	70.244	4.91e-96	287	100.00	684364
